Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,Id
11886,1.06,Premium,G,SI1,62.2,57.0,5113,6.53,6.47,4.04,11885
6187,1.06,Very Good,H,SI2,62.6,60.0,3996,6.43,6.47,4.04,6186
21962,1.03,Very Good,F,IF,62.8,57.0,10032,6.4,6.47,4.04,21961
16915,1.02,Very Good,E,VS2,62.9,56.0,6752,6.37,6.47,4.04,16914
21116,1.04,Ideal,F,VVS2,62.2,56.0,9281,6.53,6.46,4.04,21115
17190,1.03,Ideal,G,VS1,62.3,56.0,6864,6.5,6.46,4.04,17189
5988,1.04,Ideal,I,SI2,62.4,57.0,3953,6.48,6.46,4.04,5987
11232,1.03,Very Good,H,SI2,62.8,59.0,4964,6.41,6.46,4.04,11231
19750,1.02,Very Good,E,VS1,62.9,54.0,8317,6.38,6.46,4.04,19749
5426,1.06,Premium,J,SI2,62.0,58.0,3823,6.53,6.45,4.04,5425
5743,1.03,Ideal,J,SI1,62.3,56.0,3893,6.51,6.45,4.04,5742
12624,1.04,Premium,D,SI2,62.4,56.0,5292,6.5,6.45,4.04,12623
9082,1.03,Ideal,E,SI2,62.5,56.0,4522,6.48,6.45,4.04,9081
13080,1.01,Very Good,E,SI1,62.8,59.0,5416,6.41,6.45,4.04,13079
8563,1.04,Very Good,H,SI2,62.9,57.0,4435,6.39,6.45,4.04,8562
10695,1.03,Ideal,E,SI2,62.3,56.0,4845,6.52,6.44,4.04,10694
13553,1.03,Very Good,D,SI1,63.0,59.0,5551,6.39,6.44,4.04,13552
14844,1.02,Very Good,H,VS1,63.1,57.0,5977,6.38,6.44,4.04,14843
14792,1.05,Premium,E,SI1,62.5,59.0,5951,6.5,6.43,4.04,14791
9223,1.05,Premium,F,SI2,62.6,59.0,4557,6.47,6.43,4.04,9222
18742,1.02,Very Good,G,VVS1,63.0,58.0,7657,6.4,6.43,4.04,18741
7318,1.02,Good,H,SI2,63.1,59.0,4207,6.37,6.43,4.04,7317
7621,1.01,Good,D,SI2,63.1,54.0,4260,6.37,6.43,4.04,7620
8611,1.02,Good,E,SI1,63.1,57.0,4443,6.37,6.43,4.04,8610
8670,1.04,Premium,G,SI2,62.6,58.0,4455,6.49,6.42,4.04,8669
11164,1.04,Premium,G,SI1,62.6,55.0,4948,6.49,6.42,4.04,11163
11169,1.07,Premium,D,SI2,62.6,61.0,4949,6.49,6.42,4.04,11168
21811,1.04,Premium,E,VVS2,62.8,58.0,9882,6.45,6.42,4.04,21810
4175,1.01,Good,J,VS2,63.3,54.0,3555,6.34,6.42,4.04,4174
7778,1.02,Premium,I,SI1,62.7,55.0,4284,6.48,6.41,4.04,7777
15403,1.02,Ideal,G,VS2,62.8,57.0,6169,6.46,6.41,4.04,15402
6806,1.05,Ideal,J,VS1,62.8,57.0,4116,6.45,6.41,4.04,6805
11369,1.04,Ideal,I,VS1,62.9,43.0,4997,6.45,6.41,4.04,11368
13429,1.01,Premium,E,SI1,62.8,59.0,5515,6.45,6.41,4.04,13428
18570,1.02,Ideal,G,VS1,62.8,55.0,7574,6.45,6.41,4.04,18569
15070,1.02,Good,G,VS2,63.2,57.0,6058,6.38,6.41,4.04,15069
6993,1.02,Very Good,I,SI2,63.2,60.0,4155,6.37,6.41,4.04,6992
20735,1.01,Good,E,VVS2,63.3,55.0,8976,6.36,6.41,4.04,20734
17146,1.01,Good,G,VVS2,63.4,55.0,6843,6.34,6.41,4.04,17145
22834,1.02,Premium,E,VVS1,62.2,57.0,10867,6.59,6.4,4.04,22833
17663,1.02,Ideal,D,VS1,62.7,55.0,7118,6.49,6.4,4.04,17662
9236,1.01,Good,H,SI1,63.3,58.0,4559,6.37,6.4,4.04,9235
16013,1.01,Very Good,G,VS2,63.4,55.0,6406,6.35,6.4,4.04,16012
10479,1.01,Very Good,I,SI1,63.5,53.0,4794,6.32,6.4,4.04,10478
17995,1.02,Very Good,E,SI1,63.7,55.0,7277,6.29,6.4,4.04,17994
23151,1.02,Premium,F,IF,62.5,58.0,11167,6.54,6.39,4.04,23150
5546,1.02,Premium,J,SI1,63.0,58.0,3856,6.44,6.39,4.04,5545
8830,1.02,Ideal,E,SI2,63.0,57.0,4478,6.44,6.39,4.04,8829
10524,1.01,Ideal,D,SI2,63.0,54.0,4805,6.43,6.39,4.04,10523
7371,1.01,Good,F,SI2,63.3,57.0,4221,6.37,6.39,4.04,7370
11318,1.01,Good,E,SI1,63.3,58.0,4986,6.37,6.39,4.04,11317
7486,1.02,Premium,F,SI2,63.0,58.0,4238,6.44,6.38,4.04,7485
2928,1.03,Very Good,H,SI2,63.1,56.0,3288,6.43,6.38,4.04,2927
6228,1.02,Very Good,H,SI2,63.5,58.0,4004,6.34,6.38,4.04,6227
6490,1.01,Good,G,SI2,63.7,59.0,4060,6.31,6.38,4.04,6489
7777,1.02,Very Good,H,SI2,63.1,59.0,4284,6.43,6.37,4.04,7776
7925,1.04,Very Good,H,SI1,63.1,58.0,4316,6.43,6.37,4.04,7924
8076,1.01,Very Good,D,SI2,63.1,54.0,4338,6.43,6.37,4.04,8075
19921,1.0,Very Good,F,VVS2,63.2,56.0,8467,6.42,6.37,4.04,19920
10114,1.02,Very Good,G,SI1,63.2,59.0,4718,6.41,6.37,4.04,10113
9661,1.01,Very Good,H,SI1,63.3,58.0,4642,6.4,6.37,4.04,9660
16509,1.02,Very Good,F,VS2,63.3,59.0,6597,6.4,6.37,4.04,16508
7835,1.01,Very Good,F,SI2,63.3,57.0,4299,6.39,6.37,4.04,7834
8555,1.01,Very Good,E,SI2,63.3,58.0,4434,6.39,6.37,4.04,8554
8766,1.0,Very Good,H,SI1,63.6,54.0,4467,6.33,6.37,4.04,8765
9415,1.01,Good,G,SI1,63.6,57.0,4588,6.33,6.37,4.04,9414
8491,1.0,Very Good,D,SI2,63.7,55.0,4419,6.32,6.37,4.04,8490
12872,1.03,Premium,H,VS2,63.0,59.0,5364,6.47,6.36,4.04,12871
7757,1.05,Very Good,E,SI2,63.2,59.0,4281,6.43,6.36,4.04,7756
10012,1.01,Very Good,H,SI1,63.3,57.0,4707,6.41,6.36,4.04,10011
20934,1.01,Very Good,E,VVS2,63.3,55.0,9140,6.41,6.36,4.04,20933
17483,1.01,Very Good,G,VS1,63.6,57.0,7021,6.34,6.36,4.04,17482
5794,1.0,Good,F,SI2,63.7,57.0,3906,6.32,6.36,4.04,5793
6199,1.01,Very Good,I,SI2,63.7,57.0,3998,6.32,6.36,4.04,6198
9795,1.01,Good,E,SI2,63.7,58.0,4666,6.32,6.36,4.04,9794
11946,1.01,Good,E,SI1,63.7,58.0,5132,6.32,6.36,4.04,11945
7146,1.01,Good,E,SI1,63.8,60.0,4179,6.31,6.36,4.04,7145
9414,1.01,Good,D,SI2,63.9,57.0,4588,6.29,6.36,4.04,9413
17141,1.0,Very Good,F,VS2,63.8,56.9,6841,6.29,6.36,4.04,17140
2867,1.01,Very Good,G,SI2,63.2,58.0,3275,6.42,6.35,4.04,2866
5763,1.01,Very Good,F,SI2,63.5,56.0,3897,6.38,6.35,4.04,5762
18144,1.0,Very Good,F,VS1,63.7,57.0,7350,6.33,6.35,4.04,18143
15965,1.0,Very Good,G,VS2,63.8,58.0,6389,6.31,6.35,4.04,15964
17470,1.0,Good,G,VVS1,63.8,60.0,7007,6.31,6.35,4.04,17469
15453,1.0,Good,G,VS1,63.9,60.0,6187,6.3,6.35,4.04,15452
1488,1.03,Very Good,G,I1,63.2,58.0,2988,6.44,6.34,4.04,1487
7253,1.01,Good,F,SI2,63.6,59.0,4197,6.37,6.34,4.04,7252
10193,1.0,Very Good,I,VS2,64.0,54.0,4739,6.28,6.34,4.04,10192
10532,1.01,Good,D,SI2,63.6,56.0,4805,6.38,6.33,4.04,10531
8229,1.0,Good,F,SI1,64.0,57.0,4372,6.29,6.33,4.04,8228
16272,1.01,Good,G,VS1,64.0,60.0,6509,6.29,6.33,4.04,16271
1977,0.98,Very Good,H,SI2,63.4,57.0,3091,6.41,6.32,4.04,1976
12332,1.01,Good,E,SI1,63.6,60.0,5226,6.38,6.32,4.04,12331
18354,1.01,Good,E,VS1,63.6,54.0,7466,6.38,6.32,4.04,18353
6548,1.01,Good,H,SI2,63.7,55.0,4072,6.37,6.32,4.04,6547
6108,1.0,Good,F,SI2,63.7,57.0,3977,6.36,6.32,4.04,6107
12334,1.01,Good,E,SI1,63.7,58.0,5226,6.36,6.32,4.04,12333
7301,1.0,Good,I,VS1,63.8,56.0,4202,6.35,6.32,4.04,7300
6007,1.01,Good,I,SI1,63.6,55.0,3959,6.39,6.31,4.04,6006
6907,1.01,Good,G,SI2,63.7,59.0,4135,6.38,6.31,4.04,6906
10527,1.0,Good,G,VS1,63.7,60.0,4805,6.38,6.31,4.04,10526
4325,1.01,Good,F,SI2,63.8,57.0,3597,6.36,6.31,4.04,4324
7589,1.01,Good,E,SI1,63.8,60.0,4256,6.36,6.31,4.04,7588
17366,1.01,Good,E,VS2,63.9,59.0,6968,6.34,6.31,4.04,17365
17850,1.0,Good,D,VS2,63.9,56.0,7200,6.34,6.31,4.04,17849
13088,1.01,Good,G,VS2,64.4,58.0,5418,6.23,6.31,4.04,13087
4376,1.03,Good,D,SI2,63.8,54.0,3607,6.36,6.3,4.04,4375
14239,1.03,Good,H,SI2,63.8,63.0,5768,6.36,6.3,4.04,14238
12432,1.0,Good,G,VS2,63.8,58.0,5242,6.37,6.29,4.04,12431
9835,1.01,Good,D,SI2,63.9,57.0,4672,6.36,6.29,4.04,9834
8650,1.0,Good,F,SI1,64.0,57.0,4452,6.33,6.29,4.04,8649
14950,1.0,Good,D,SI1,64.1,57.0,6020,6.32,6.29,4.04,14949
18797,1.0,Good,E,VVS2,64.1,57.0,7692,6.32,6.29,4.04,18796
5136,1.0,Good,I,VS1,64.0,53.0,3763,6.34,6.28,4.04,5135
6232,1.01,Good,D,SI2,64.0,59.0,4004,6.34,6.28,4.04,6231
6231,1.01,Fair,G,SI1,64.2,59.0,4004,6.31,6.28,4.04,6230
17026,1.02,Good,D,VS1,64.6,58.0,6797,6.22,6.28,4.04,17025
5285,1.0,Good,F,SI2,64.1,58.0,3799,6.35,6.26,4.04,5284
13755,1.0,Good,F,VS2,64.2,58.0,5606,6.32,6.26,4.04,13754
5765,1.01,Good,F,SI2,64.3,57.0,3897,6.32,6.25,4.04,5764
1948,1.02,Fair,I,SI2,64.5,56.0,3084,6.28,6.25,4.04,1947
6931,1.01,Good,F,SI2,64.9,60.0,4140,6.2,6.25,4.04,6930
9617,1.01,Fair,F,SI1,65.5,57.0,4634,6.12,6.22,4.04,9616
15234,1.0,Fair,F,VS1,64.8,61.0,6115,6.26,6.21,4.04,15233
7699,1.01,Fair,F,SI1,65.9,58.0,4276,6.16,6.1,4.04,7698
9981,1.0,Fair,D,SI1,66.3,58.0,4704,6.15,6.04,4.04,9980
3152,0.98,Fair,G,SI2,66.6,56.0,3332,6.12,6.02,4.04,3151
751,1.0,Fair,H,SI2,66.1,56.0,2856,6.21,5.97,4.04,750
52566,0.9,Fair,F,SI2,69.0,59.0,2536,5.89,5.82,4.04,52565
14429,1.19,Good,F,SI1,57.6,60.0,5825,6.98,7.02,4.03,14428
13126,1.22,Good,I,VS2,57.2,60.0,5431,7.07,7.01,4.03,13125
8570,1.2,Premium,J,VS2,58.0,59.0,4435,6.98,6.92,4.03,8569
19417,1.12,Very Good,G,VVS1,58.9,60.0,8072,6.78,6.91,4.03,19416
18233,1.13,Premium,G,VS1,58.6,59.0,7404,6.91,6.84,4.03,18232
8930,1.1,Premium,H,SI2,58.9,57.0,4497,6.86,6.82,4.03,8929
18225,1.19,Premium,G,VS2,58.9,61.0,7397,6.88,6.81,4.03,18224
19496,1.14,Very Good,F,VS2,59.0,60.0,8131,6.84,6.81,4.03,19495
19595,1.12,Premium,G,VVS1,58.9,60.0,8219,6.91,6.78,4.03,19594
9259,1.1,Very Good,H,SI2,59.8,60.0,4561,6.7,6.77,4.03,9258
19017,1.11,Premium,F,VS1,59.4,58.0,7832,6.81,6.75,4.03,19016
9775,1.12,Premium,D,SI2,59.5,59.0,4663,6.8,6.75,4.03,9774
13530,1.1,Premium,H,SI1,59.6,58.0,5544,6.79,6.74,4.03,13529
11593,1.11,Very Good,D,SI2,59.9,57.0,5042,6.72,6.74,4.03,11592
7290,1.1,Premium,E,SI2,60.0,60.0,4201,6.7,6.73,4.03,7289
21144,1.11,Premium,E,VS1,59.8,60.0,9299,6.75,6.72,4.03,21143
25987,1.09,Ideal,E,IF,60.1,58.0,15193,6.68,6.72,4.03,25986
11767,1.1,Very Good,I,VS1,60.2,59.0,5082,6.67,6.71,4.03,11766
16646,1.1,Ideal,G,VS2,60.0,57.0,6653,6.74,6.7,4.03,16645
16020,1.08,Ideal,H,VS2,60.3,57.0,6411,6.67,6.7,4.03,16019
21280,1.06,Very Good,F,IF,60.6,56.0,9433,6.62,6.69,4.03,21279
12585,1.11,Premium,G,SI1,60.1,60.0,5281,6.73,6.68,4.03,12584
11940,1.09,Very Good,H,SI1,60.6,60.0,5131,6.61,6.68,4.03,11939
12678,1.09,Premium,I,VS2,60.1,59.0,5306,6.74,6.67,4.03,12677
13929,1.1,Very Good,F,SI1,60.5,60.0,5667,6.65,6.67,4.03,13928
15785,1.05,Ideal,E,SI1,60.7,55.0,6316,6.62,6.67,4.03,15784
2586,1.1,Premium,J,SI2,60.0,58.0,3216,6.77,6.66,4.03,2585
9958,1.11,Premium,F,SI1,60.4,58.0,4699,6.68,6.66,4.03,9957
8902,1.07,Premium,I,VS2,60.7,58.0,4491,6.62,6.66,4.03,8901
8606,1.08,Premium,G,SI2,60.3,58.0,4442,6.72,6.65,4.03,8605
5262,1.12,Very Good,E,SI2,60.9,63.0,3794,6.59,6.65,4.03,5261
4371,1.11,Premium,H,SI2,60.4,59.0,3605,6.7,6.64,4.03,4370
17448,1.07,Very Good,G,VS1,60.9,55.0,6998,6.6,6.64,4.03,17447
12598,1.09,Premium,F,SI1,60.9,59.0,5287,6.59,6.64,4.03,12597
10195,1.05,Premium,H,VS2,60.5,58.0,4739,6.7,6.63,4.03,10194
8245,1.07,Premium,H,VS2,60.6,60.0,4374,6.66,6.63,4.03,8244
6985,1.09,Good,F,SI1,61.0,64.0,4154,6.58,6.63,4.03,6984
18554,1.07,Ideal,F,VS2,61.0,54.0,7564,6.59,6.62,4.03,18553
18947,1.06,Ideal,G,VS1,61.2,56.0,7790,6.56,6.62,4.03,18946
12558,1.06,Ideal,H,VS2,61.2,55.0,5277,6.57,6.61,4.03,12557
26312,1.06,Ideal,D,IF,61.2,57.0,15813,6.57,6.61,4.03,26311
18678,1.06,Ideal,F,VS2,61.1,56.5,7637,6.57,6.6,4.03,18677
5903,1.06,Ideal,J,SI2,61.3,57.0,3932,6.55,6.6,4.03,5902
11592,1.11,Very Good,D,SI2,61.3,60.0,5042,6.54,6.6,4.03,11591
8966,1.03,Very Good,F,SI2,61.4,57.0,4503,6.53,6.6,4.03,8965
5585,1.12,Very Good,E,SI2,60.9,63.0,3864,6.65,6.59,4.03,5584
12938,1.09,Premium,F,SI1,60.9,59.0,5384,6.64,6.59,4.03,12937
8179,1.05,Ideal,J,SI2,61.3,56.0,4364,6.56,6.59,4.03,8178
13550,1.06,Premium,I,VS1,61.2,57.1,5550,6.56,6.59,4.03,13549
6646,1.06,Ideal,I,SI2,61.3,56.0,4092,6.55,6.59,4.03,6645
21776,1.05,Ideal,E,VVS2,61.3,56.0,9843,6.55,6.59,4.03,21775
16911,1.07,Very Good,H,VVS2,61.3,56.0,6751,6.54,6.59,4.03,16910
21456,1.05,Ideal,G,VVS2,61.4,56.0,9555,6.54,6.59,4.03,21455
7440,1.09,Good,F,SI1,61.0,64.0,4230,6.63,6.58,4.03,7439
18606,1.06,Ideal,G,VS1,61.4,56.0,7589,6.55,6.58,4.03,18605
6415,1.05,Very Good,H,SI2,61.4,58.0,4042,6.54,6.58,4.03,6414
10803,1.06,Ideal,F,SI1,61.2,55.0,4862,6.62,6.57,4.03,10802
15806,1.07,Ideal,G,VS2,61.1,59.0,6324,6.62,6.57,4.03,15805
20419,1.06,Ideal,F,VVS2,61.1,57.0,8776,6.62,6.57,4.03,20418
12901,1.06,Ideal,H,VS2,61.2,55.0,5373,6.61,6.57,4.03,12900
18067,1.04,Ideal,G,VS1,61.5,56.0,7294,6.53,6.57,4.03,18066
16219,1.06,Very Good,G,VS2,61.7,57.0,6483,6.5,6.57,4.03,16218
19441,1.06,Ideal,G,VS1,61.5,57.0,8093,6.54,6.56,4.03,19440
18475,1.05,Very Good,E,VS1,61.6,58.0,7521,6.53,6.56,4.03,18474
19182,1.06,Ideal,G,VVS2,61.6,56.3,7934,6.53,6.56,4.03,19181
22663,1.04,Ideal,D,VS1,61.6,57.0,10709,6.52,6.56,4.03,22662
14661,1.05,Very Good,G,VS2,61.7,55.0,5917,6.5,6.56,4.03,14660
6861,1.07,Premium,I,SI1,61.2,58.0,4126,6.62,6.55,4.03,6860
8442,1.05,Ideal,H,SI2,61.2,57.0,4410,6.62,6.55,4.03,8441
7938,1.05,Premium,G,SI2,61.3,58.0,4318,6.6,6.55,4.03,7937
7103,1.06,Ideal,I,SI2,61.3,56.0,4167,6.59,6.55,4.03,7102
10433,1.06,Premium,H,SI1,61.6,59.0,4785,6.54,6.55,4.03,10432
19860,1.04,Ideal,F,VS2,61.6,56.0,8415,6.53,6.55,4.03,19859
19941,1.06,Ideal,G,VVS1,61.6,57.0,8488,6.53,6.55,4.03,19940
14123,1.05,Ideal,H,VS2,61.7,57.0,5728,6.52,6.55,4.03,14122
16944,1.05,Very Good,G,VS1,61.8,58.0,6766,6.5,6.55,4.03,16943
17522,1.04,Very Good,G,VS1,61.8,58.0,7049,6.5,6.55,4.03,17521
11735,1.04,Very Good,G,SI1,61.8,59.0,5070,6.49,6.55,4.03,11734
15194,1.07,Very Good,G,VS2,61.9,60.0,6101,6.48,6.55,4.03,15193
8997,1.04,Very Good,I,VS2,61.9,58.0,4511,6.47,6.55,4.03,8996
21731,1.03,Ideal,D,VVS2,62.0,56.0,9798,6.46,6.55,4.03,21730
11953,1.11,Premium,D,SI2,61.3,60.0,5134,6.6,6.54,4.03,11952
6803,1.05,Premium,H,SI2,61.4,58.0,4116,6.58,6.54,4.03,6802
10843,1.06,Premium,H,SI1,61.6,59.0,4872,6.55,6.54,4.03,10842
12437,1.04,Ideal,I,VS2,61.8,55.0,5242,6.5,6.54,4.03,12436
9400,1.03,Premium,F,SI2,61.4,57.0,4586,6.6,6.53,4.03,9399
11890,1.06,Premium,G,SI1,61.5,59.0,5113,6.57,6.53,4.03,11889
13004,1.07,Ideal,F,SI2,61.6,57.0,5405,6.56,6.53,4.03,13003
13587,1.05,Premium,F,SI1,61.6,57.0,5557,6.56,6.53,4.03,13586
20204,1.06,Ideal,G,VVS1,61.6,57.0,8643,6.55,6.53,4.03,20203
21342,1.05,Ideal,F,VVS2,61.6,56.0,9483,6.55,6.53,4.03,21341
11877,1.05,Ideal,D,SI2,61.9,56.0,5110,6.5,6.53,4.03,11876
17309,1.05,Ideal,G,VS1,62.0,56.0,6936,6.47,6.53,4.03,17308
14454,1.05,Ideal,H,VS2,61.7,57.0,5833,6.55,6.52,4.03,14453
15878,1.05,Ideal,G,VS2,61.7,56.0,6350,6.54,6.52,4.03,15877
17889,1.04,Ideal,D,VS2,61.9,55.0,7220,6.5,6.52,4.03,17888
20554,1.05,Ideal,F,VVS2,61.9,57.0,8870,6.5,6.52,4.03,20553
23759,1.06,Very Good,D,VVS1,61.8,57.0,11815,6.49,6.52,4.03,23758
18335,1.04,Ideal,F,VS2,62.0,55.0,7459,6.47,6.52,4.03,18334
14797,1.04,Ideal,D,SI1,61.7,57.0,5952,6.55,6.51,4.03,14796
10564,1.05,Ideal,F,SI1,61.8,57.0,4816,6.54,6.51,4.03,10563
15309,1.05,Premium,G,VS1,61.8,58.0,6146,6.54,6.51,4.03,15308
9949,1.04,Ideal,F,SI2,62.0,54.0,4695,6.49,6.51,4.03,9948
10521,1.04,Ideal,E,SI2,62.0,55.0,4804,6.48,6.51,4.03,10520
6245,1.03,Ideal,J,SI2,62.1,54.0,4008,6.47,6.51,4.03,6244
14236,1.02,Ideal,I,VVS2,62.1,54.0,5767,6.47,6.51,4.03,14235
16430,1.05,Ideal,G,VS2,61.9,57.0,6562,6.47,6.51,4.03,16429
11439,1.03,Ideal,H,SI1,62.2,56.0,5005,6.45,6.51,4.03,11438
5355,1.05,Very Good,E,SI2,62.2,59.0,3816,6.44,6.51,4.03,5354
6983,1.03,Premium,J,SI1,61.7,54.0,4153,6.56,6.5,4.03,6982
8189,1.04,Ideal,H,SI2,61.8,55.0,4368,6.54,6.5,4.03,8188
20865,1.06,Premium,F,VVS2,61.8,58.0,9082,6.54,6.5,4.03,20864
12253,1.05,Ideal,D,SI2,61.9,56.0,5204,6.53,6.5,4.03,12252
15852,1.04,Ideal,G,VS2,62.0,57.0,6342,6.49,6.5,4.03,15851
8413,1.04,Ideal,H,SI2,62.1,56.0,4404,6.48,6.5,4.03,8412
13139,1.05,Ideal,E,SI1,62.1,57.0,5436,6.48,6.5,4.03,13138
8578,1.05,Very Good,F,SI2,62.1,58.0,4436,6.47,6.5,4.03,8577
19537,1.03,Ideal,F,VS1,62.1,55.0,8169,6.47,6.5,4.03,19536
20918,1.03,Ideal,F,VVS2,62.1,55.0,9131,6.47,6.5,4.03,20917
10421,1.03,Ideal,I,SI1,62.2,54.0,4782,6.46,6.5,4.03,10420
20675,1.02,Ideal,G,IF,62.3,57.0,8955,6.43,6.5,4.03,20674
18931,1.03,Premium,E,VS1,62.4,58.0,7778,6.41,6.5,4.03,18930
8173,1.05,Premium,F,SI2,61.7,60.0,4363,6.58,6.49,4.03,8172
5032,1.03,Ideal,F,SI2,61.9,56.0,3749,6.53,6.49,4.03,5031
10276,1.04,Ideal,G,SI2,62.0,56.0,4752,6.52,6.49,4.03,10275
16156,1.04,Ideal,G,VS2,62.0,57.0,6458,6.5,6.49,4.03,16155
8240,1.03,Very Good,G,SI2,62.2,56.0,4374,6.46,6.49,4.03,8239
9458,1.09,Very Good,D,SI2,62.2,59.0,4598,6.46,6.49,4.03,9457
13469,1.04,Ideal,E,SI2,62.3,55.0,5531,6.46,6.49,4.03,13468
15282,1.04,Ideal,H,VS2,62.2,57.0,6133,6.46,6.49,4.03,15281
18330,1.04,Ideal,G,VS1,62.3,56.0,7457,6.45,6.49,4.03,18329
24721,1.03,Ideal,F,IF,62.3,57.0,13060,6.44,6.49,4.03,24720
16612,1.03,Ideal,H,VVS2,62.2,55.0,6638,6.43,6.49,4.03,16611
12800,1.03,Ideal,G,SI1,62.5,57.0,5337,6.4,6.49,4.03,12799
845,1.08,Premium,D,I1,61.9,60.0,2869,6.55,6.48,4.03,844
11572,1.03,Premium,G,SI1,61.9,56.0,5037,6.54,6.48,4.03,11571
10928,1.04,Ideal,E,SI2,62.0,55.0,4892,6.51,6.48,4.03,10927
8877,1.04,Ideal,H,SI2,62.1,56.0,4484,6.5,6.48,4.03,8876
11853,1.04,Ideal,H,SI1,62.3,57.0,5102,6.45,6.48,4.03,11852
11513,1.03,Ideal,D,SI2,62.5,55.0,5021,6.41,6.48,4.03,11512
5175,1.04,Premium,I,SI2,62.0,57.0,3774,6.53,6.47,4.03,5174
5176,1.04,Premium,I,SI2,62.0,57.0,3774,6.53,6.47,4.03,5175
11688,1.03,Ideal,H,SI1,62.0,57.0,5063,6.53,6.47,4.03,11687
17551,1.05,Ideal,G,VS1,62.0,56.0,7063,6.53,6.47,4.03,17550
8349,1.02,Ideal,E,SI2,62.4,55.0,4398,6.44,6.47,4.03,8348
13554,1.03,Ideal,D,SI1,62.4,57.0,5551,6.44,6.47,4.03,13553
18211,1.03,Ideal,G,VS1,62.4,56.0,7391,6.44,6.47,4.03,18210
11028,1.02,Ideal,H,SI2,62.5,53.0,4918,6.43,6.47,4.03,11027
13451,1.03,Premium,H,VS1,62.5,59.0,5523,6.43,6.47,4.03,13450
15429,1.04,Premium,G,VS2,62.5,58.0,6177,6.43,6.47,4.03,15428
21455,1.04,Ideal,E,VVS2,62.0,58.0,9552,6.54,6.46,4.03,21454
7411,1.05,Ideal,H,SI1,62.0,56.0,4223,6.53,6.46,4.03,7410
9888,1.05,Premium,H,SI1,62.2,58.0,4682,6.5,6.46,4.03,9887
9883,1.09,Premium,D,SI2,62.2,59.0,4682,6.49,6.46,4.03,9882
13788,1.04,Premium,F,SI1,62.5,60.0,5621,6.43,6.46,4.03,13787
18345,1.01,Ideal,F,VS1,62.5,54.0,7465,6.43,6.46,4.03,18344
8094,1.02,Very Good,H,SI2,62.6,57.0,4341,6.42,6.46,4.03,8093
12877,1.03,Ideal,F,SI1,62.6,57.0,5366,6.42,6.46,4.03,12876
19669,1.01,Ideal,D,VS2,62.6,55.0,8279,6.42,6.46,4.03,19668
18628,1.02,Premium,G,VVS2,62.6,59.0,7602,6.41,6.46,4.03,18627
6853,1.04,Very Good,G,SI2,62.7,57.0,4125,6.4,6.46,4.03,6852
17659,1.0,Ideal,G,VS1,62.7,53.0,7114,6.39,6.46,4.03,17658
11230,1.02,Very Good,D,SI2,62.8,55.0,4964,6.38,6.46,4.03,11229
12847,1.03,Ideal,F,SI1,62.8,56.0,5356,6.38,6.46,4.03,12846
12116,1.05,Premium,H,VS2,62.3,57.0,5166,6.49,6.45,4.03,12115
9475,1.03,Ideal,H,SI1,62.3,56.0,4603,6.48,6.45,4.03,9474
15071,1.02,Premium,G,VS2,62.7,58.0,6058,6.4,6.45,4.03,15070
18488,1.01,Ideal,E,VS1,62.7,55.0,7528,6.4,6.45,4.03,18487
6825,1.01,Ideal,H,SI2,62.8,56.0,4119,6.38,6.45,4.03,6824
27227,1.03,Ideal,D,IF,62.0,56.0,17590,6.55,6.44,4.03,27226
5684,1.05,Premium,E,SI2,62.2,59.0,3886,6.51,6.44,4.03,5683
15434,1.03,Ideal,F,SI1,62.4,57.0,6178,6.48,6.44,4.03,15433
5259,1.01,Very Good,J,SI2,62.7,55.0,3793,6.42,6.44,4.03,5258
7801,1.02,Ideal,G,SI2,62.7,57.0,4291,6.42,6.44,4.03,7800
10750,1.01,Ideal,H,SI1,62.7,56.0,4851,6.41,6.44,4.03,10749
15522,1.02,Premium,F,VS2,62.7,59.0,6220,6.41,6.44,4.03,15521
18506,1.02,Very Good,F,VS1,62.8,58.0,7539,6.4,6.44,4.03,18505
13604,1.02,Very Good,E,VS2,62.8,59.0,5565,6.39,6.44,4.03,13603
7647,1.03,Ideal,F,SI2,62.3,56.0,4268,6.51,6.43,4.03,7646
15312,1.03,Premium,G,VS2,62.3,57.0,6146,6.51,6.43,4.03,15311
13801,1.03,Premium,H,VS1,62.5,59.0,5624,6.47,6.43,4.03,13800
15690,1.04,Premium,G,VS2,62.5,58.0,6290,6.47,6.43,4.03,15689
5865,1.03,Ideal,J,SI1,62.6,57.0,3922,6.45,6.43,4.03,5864
7763,1.03,Very Good,H,SI2,62.8,59.0,4283,6.4,6.43,4.03,7762
8346,1.02,Very Good,E,SI2,62.8,55.0,4398,6.4,6.43,4.03,8345
11870,1.01,Ideal,G,SI1,62.9,56.0,5107,6.39,6.43,4.03,11869
13159,1.01,Very Good,D,SI1,62.9,59.0,5443,6.39,6.43,4.03,13158
14700,1.02,Very Good,F,SI1,62.9,56.0,5930,6.39,6.43,4.03,14699
11694,1.01,Very Good,I,VS2,62.9,56.0,5067,6.38,6.43,4.03,11693
7943,1.02,Very Good,F,SI2,63.0,58.0,4319,6.37,6.43,4.03,7942
19506,1.0,Very Good,G,VVS2,63.0,54.0,8138,6.37,6.43,4.03,19505
7682,1.03,Premium,H,SI1,62.4,58.0,4274,6.5,6.42,4.03,7681
